# General
## Title
### Hydropower Inflow (Reservoir); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2024-01-01-0000
## End date
### 2024-12-23-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL00,AT00,BA00,BG00,CH00,CZ00,DE00,ES00,FI00,FR00,GR00,HR00,ITCA,ITCN,ITCS,ITN1,ITS1,ITSA,ITSI,ME00,MK00,NOM1,NON1,NOS1,NOS2,NOS3,PL00,PT00,RO00,RS00,SE01,SE02,SE03,SE04,SK00,TR00
2024-10-14,72237.77767142467,43215.15176775242,87555.47913119517,8812.71298224035,319164.67477085016,24994.716130414115,6059.834783661099,302198.2910617399,238417.97021777096,391029.3980002647,30802.83612650768,87902.84326917387,13509.478867880787,7272.070512055808,21020.926294305555,367517.17968774494,3610.139428094669,1702.7696385102015,444.0021022311703,14238.97260875535,8724.936216515987,263688.42111173255,421592.7417417388,253215.66954978296,998642.5670545268,461619.6041193962,591.9812474793955,118887.20817325127,65719.44947210499,17360.333838211052,464936.3465362387,712002.7910575866,227248.6467399699,22917.657385513125,1128.3862034159336,560628.6440294738
2024-10-21,66386.10293192755,42074.71012378348,84243.56148768817,8013.1418723407805,297167.3840515541,22696.7515705906,6293.524129754993,330499.5583857564,239059.0688415444,423697.8773963683,30643.78564673365,82739.1650611279,13273.85143520105,9088.18519842614,23313.14521665298,377027.77829319047,3566.391488905695,2039.006901368242,339.2520057897607,8485.411919447173,7391.615924242683,359891.0192150069,540737.9620340258,224893.31630163424,1085452.63632819,797371.1668983548,607.3421167204133,117958.31563184757,66003.51024933635,19469.609963131705,567226.200015619,736197.3384616203,210739.4964823782,20378.09794637501,1004.0276498999528,572451.7296335438
2024-10-28,59465.71879208349,30104.47691318464,80959.4178958731,7959.102983564263,190609.3448281548,21373.11204472612,6250.625622269135,417540.0859772774,256254.2937097128,367424.2419060285,30595.949692876467,62461.56459657473,12328.351096043449,10614.887814320184,23564.970997515346,378590.9548603121,3314.346463530311,1969.190913827522,311.1831282652509,6589.773303160724,7384.931481128953,444158.7081756088,456745.689791524,216609.05786047247,1005426.9877857564,587075.2166188695,555.8377244701895,127727.26244885434,62047.78423473983,20301.57551619483,335947.77370370657,695375.8831245044,206524.1948942479,17216.645821859398,965.8976552478022,630579.870891377
2024-11-04,38978.108388706845,22449.727477956065,76259.49569208531,8658.82156287789,139085.07966014362,19522.24298703655,5061.976919566166,396235.70567670144,239008.53927772507,408645.9463230637,30488.99110166788,58031.26556115132,11994.497184464692,11522.21335278753,25652.065143095173,371436.5390310303,3283.9291764013246,2156.379620056148,253.7895571045363,7895.542308721195,7092.366199100567,352821.63443338126,487397.5246350311,176379.11683744722,639571.5878126496,336141.43378555286,513.715983313233,119165.95874848896,59550.11318239408,22416.14546256902,333380.0709736114,688991.0574197145,195020.6829582829,17336.750886862945,903.4195526024848,701997.0921433727
2024-11-11,40557.453195108734,13300.069456706768,77774.59891932642,11888.849091044123,85515.74046396703,18621.761920766603,4760.378127624455,394755.8607123683,239361.11173389043,339669.65783026296,33369.299037368946,61713.75958530954,12105.102191493,13432.06230783987,30570.5066911723,344725.02570630447,3340.3511952126264,2144.2401241679777,354.9367121053148,8749.365687829293,9419.175888566811,359132.85649445886,452651.7740330296,179964.51598087588,482619.1576825415,322438.1872605453,462.1101413130187,133655.22862324616,62182.98215476117,21271.46231229899,305016.6970044544,901921.3171631888,198920.6771272821,25861.37881350569,891.4835361518342,664087.9189175119
2024-11-18,72800.86200112088,9421.557077202997,93326.8001301983,13363.892041668389,88206.77187956017,17287.498764598135,4351.583235235691,396235.2623118844,251261.70878931883,325538.4458408931,35593.40819370829,112685.81876812104,12514.767080432865,15029.359422635906,33199.9408320811,330971.5811179421,3402.97567594027,2033.836723926949,366.5392674456932,35344.75581289362,11820.577355270994,219745.4406916968,288203.14542735706,160736.34325896768,285107.8068672488,32483.500019458897,482.9636793745914,115879.19847939588,64125.870275653295,18208.84633753828,213329.82388317,502585.0813040332,199267.21626250813,31842.06956744859,1043.7631592767652,754370.3767490423
2024-11-25,113463.54948393044,6769.780133267431,98226.86350564698,20498.09675092292,95017.76406408298,15343.95298197021,4611.645591314904,394200.6217549631,263259.98635520897,284606.4344067498,57992.93793053602,150434.70636770574,13831.930883733936,15106.004771090034,34145.020154773985,313736.5510842712,3509.3245030093635,1942.923014350211,343.2738556884141,42782.101619950685,20865.135988669965,198548.5165115201,272147.2494240065,157489.3958446437,569411.7844432424,153889.31276945063,499.5120480923136,110004.6236711468,62521.010209152,19153.64786519926,172098.81334367325,421994.3994990316,202457.73997136665,33422.91998863863,1011.37008779776,795683.8506926337
2024-12-02,150589.0302783195,7824.078987965282,98866.75039207442,30657.53705828148,131580.47854870188,13875.763566180884,4360.312055593945,370818.03414578247,247976.64881812487,331614.54919422005,88115.45902857109,146383.69918766423,16271.988455373892,15253.60318468657,35222.55162582176,303283.9607363515,4171.212527054973,2684.3543020504585,443.76990594187663,38967.53187856887,23742.27622684664,138136.49319577203,228637.33498230216,160881.95738223064,519064.9349095839,11272.82748041892,483.86079692664026,92281.6689950163,63971.220008240605,19755.21005948904,157896.64333861443,403704.9431510067,194412.79681236268,34102.78510228436,999.5339491202084,845428.3771887857
2024-12-09,191111.33681985465,5351.336257194063,97351.83894960908,30447.375207252844,143391.02435614675,12393.543758786804,5007.403341990172,361700.6915806364,225979.5366070561,351595.1280523972,121879.259683922,103903.55429476305,17404.057089476715,14984.77796081854,36639.80601468801,263409.8074686384,4244.679519038929,3476.6563897175192,540.0232185463352,32885.47941126146,21415.098142783903,149836.68176069602,268630.2892664497,149107.23157694063,389725.3457194075,48746.08313707908,464.9828885285364,93098.69586875087,63203.79970376232,19051.798696909373,146666.79524754785,369481.5609859831,167482.25393188186,33715.44608649066,1004.9330381208443,922867.33480847
2024-12-16,139182.3011384205,6477.061661219757,103840.8944953182,38478.42691163828,43275.08991927222,12509.079445180634,4649.874850324589,359816.1039051026,213395.0918825638,320516.0726270806,126332.60778080278,102146.20317443644,17770.10366199101,15174.979702508504,37223.44372922607,234547.1754673335,4239.613069871431,2945.061129101638,538.9309415906083,24867.818616267985,22682.131186075592,166635.88604892415,220984.90527399644,152221.60385690973,692340.3207741453,136950.5216865003,585.2562221635158,90523.04485243678,64704.34253774681,19051.73796566376,135410.17074359074,343116.1749687803,176140.60473126706,35070.56206847215,1040.594448793515,929396.6833585056
2024-12-23,117151.88661900688,5635.955844877452,122579.39459379856,88682.85351878458,61384.29503832973,11858.339720710255,6528.384951186617,383749.38735129766,206348.3753577164,327741.6745867884,146938.79079699446,126891.64666867866,17874.890057197128,14339.251535796428,39122.8247951604,215048.0126023093,4663.481233408064,2910.3292633430656,512.4356620232261,23276.30632192687,26130.61771727673,204524.3506030941,285221.37769963505,137159.35314049845,625981.9204161289,145676.93678005502,526.3147699145537,84878.8168896192,64524.088807350345,22385.2673188553,140749.20979755983,311222.9050918105,198705.49931647765,34127.482737702696,1024.8526269625231,898234.7680816883
