# General
## Title
### Hydropower Generation (Reservoir); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2024-01-01-0000
## End date
### 2024-12-23-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL00,AT00,BA00,BG00,CH00,CZ00,DE00,ES00,FI00,FR00,GR00,HR00,ITCA,ITCN,ITCS,ITN1,ITS1,ITSA,ITSI,ME00,MK00,NOM1,NON1,NOS1,NOS2,NOS3,PL00,PT00,RO00,RS00,SE01,SE02,SE03,SE04,SI00,SK00,TR00
2024-10-07,76706.11613306197,129807.5150078082,72738.19374136504,28881.12954764719,322662.81200013275,27989.677233010832,26590.325879117823,683693.3517304076,266190.070749256,305313.15133510245,39959.9458091612,71598.07203559704,12501.251253083592,12570.01498711176,19851.90020698,359546.58892766066,3232.5148788897404,620.423209911309,533.3834856655462,14690.584609792191,13715.715564224216,236330.80498083605,354539.81337166246,252835.55162691305,709894.673199582,295395.1762130875,756.6660897650135,99407.93474537705,65242.96532638569,9466.388722344684,380264.19276054896,842123.1401007756,228313.0334912656,27017.746740549785,43884.26949933819,419.5397585085594,328143.7128875695
2024-10-14,77888.07284976894,123159.20843510746,69459.68073043975,24616.051103074988,317098.85402545345,27323.023736909134,26172.20547139594,866543.682554031,262037.3632404772,327522.381190226,38611.27135134226,68367.5174116252,10971.637996826545,19753.18781313712,25921.67191172942,358012.57798066444,3312.2207610434125,662.6769446976892,512.5060532802179,11627.385938651529,14970.75082914862,234153.3627413593,351292.16202734446,225872.0493155328,719074.8889611646,307515.4309557192,591.9812474793955,104095.41888815394,67086.71094862281,11377.47735507206,383174.6943799242,794603.8341121625,231452.930695686,25855.4604089597,41020.87575510854,434.445791421065,319188.2251314354
2024-10-21,77174.99191074222,110701.7165666628,67235.46654685197,23588.54282804599,295393.01268163003,26213.38931513433,25817.57544628537,937112.469823235,247052.69954721536,336097.435843944,39609.40586542683,65995.84943264931,9770.570648646364,20692.917988076617,26684.915196300368,355962.6632718907,3375.287391723516,803.0733480678624,365.1545796587096,7816.589078671356,15868.555918379983,224864.02806807705,352801.7081591743,215985.3794676593,712661.516773652,351079.22276054224,607.3421167204133,101171.99500976111,66576.51767371185,10757.741417135256,381744.19037067954,751431.7651227813,223118.4750995309,24621.87775903223,37222.11009949161,443.31242272678327,332886.76797704044
2024-10-28,74460.43103178836,98432.5232346415,66211.45616682347,22005.014730642102,275514.76138171245,24655.43836300703,24851.071570175307,1186359.0247998566,245641.94016902108,310036.1529141692,40608.52385561477,61952.47415750619,7538.329625969926,19379.166693402323,24332.934699733723,349672.96520304616,3503.495441931089,794.7024057322969,333.47390869756623,7218.935594022555,15172.213350812375,242501.38295142428,403226.4633780284,209219.01318195625,736921.0741565101,418030.710139922,555.8377244701895,101958.39800494564,64308.43188228549,11541.10324654082,383676.328399367,744648.6708930971,214052.77466026423,22887.568219148943,32660.0757483148,433.9871425740844,347268.4955731549
2024-11-04,65798.17682385854,96179.57058661584,69044.88199441198,22198.88910962388,263886.1620104831,23741.05476172898,23356.320846908904,1205471.8458340503,227303.52556244616,295582.7253722258,41665.49415254319,64712.38118377019,6918.613085477991,16991.520030835334,24080.70471777924,319642.696377092,4225.570505215952,735.9649811884834,224.7857136206384,12836.20475148288,15606.963557681269,245488.3495572337,369464.4481284524,234245.5971731264,775245.5780495824,397191.6115892031,513.715983313233,100951.2590632918,63064.54357030855,16514.096673878983,385236.06470941135,758683.2831886535,210593.42175008875,22117.279419052826,32277.206329528028,435.5375054023808,413759.0023250132
2024-11-11,71663.3662532763,99623.57838197544,62807.40806671566,23726.09302482111,305022.63904530875,19329.41292129188,21183.31695439596,1272320.189246888,230127.2697409303,308022.6386444458,40162.00332077412,65443.33743564125,6598.874886932925,14760.772122325294,26372.63362651809,292799.07722470345,4624.440333026921,736.1484791685996,215.99131746933668,17799.97043690164,15201.495026636128,245351.89944880345,354672.8636970463,231745.1694431333,787345.3627096023,387783.0471298105,462.1101413130187,116853.77967786884,66796.84785370665,15038.780198606331,383286.26698738354,794037.3873907276,206061.0824425028,22174.25852603136,29468.27022408066,475.24320314509816,386275.2063325304
2024-11-18,79567.8014974544,100545.61055635978,86525.69486068567,22568.83222585577,316237.5125105865,17371.827903965066,20400.05189135325,1261575.3151114464,236318.5000557417,346392.6111206628,42311.830945654365,74571.50960978576,6428.406314355916,13573.836551893157,28032.494981194737,283877.7400828064,4864.010232901616,763.4013272515025,184.0078425626327,34584.240909568725,14012.85882776999,300348.89754473144,427061.77115354105,294836.12881355634,930904.8502117996,450320.5309004282,482.9636793745914,140555.25495929853,68522.21990573633,15197.888550633385,390919.17468117137,809695.3813722495,208327.94125819544,27702.644253519586,28338.631693040883,479.88749907558815,458833.4734609824
2024-11-25,89699.69879087746,98202.42902223112,89159.5372935017,23703.452030942703,328287.37871893804,16669.914878767537,20489.2424564997,1235822.5060911009,253621.01174442223,326390.5243527661,51518.17642971215,77721.83346864667,6615.62049770271,11662.585131099608,27588.183873198646,259286.27167929328,4825.276037648036,776.9208694747446,172.7612011754371,38725.67131971775,15535.694170628323,257448.29923180063,418335.4780447814,264376.5844599072,801425.8456757778,405150.3274002529,499.5120480923136,131311.5972191158,67208.04956195057,16227.058376758909,395389.58601419866,817895.222692304,207739.70462483133,28624.761435759767,27195.865068299605,476.99321501191207,524464.8535315243
2024-12-02,99154.4442280678,93709.7916933296,88632.7664822595,25924.153395418456,328835.2416088864,16043.487268067527,18381.408164380235,1220257.7178991374,259212.73798753583,380751.7643544565,59514.97498500278,84325.02734090474,8026.369430346714,14364.538565609211,31149.326291340123,247402.41271847225,6099.888139884354,783.3604906623023,154.2445478207962,41235.30532223059,16894.921398513125,258059.7729906871,429605.0080931187,286763.2343759905,805454.9034329031,423883.5983244296,483.86079692664026,115149.88451229713,64742.226584151605,16365.6627278196,403037.703360549,836649.9400620381,220984.9230454524,26434.3949439749,24507.75134312767,473.0762792088185,492749.162602666
2024-12-09,110344.60649485444,95295.106801477,86373.60740758093,26872.67195699076,351262.5116263124,14493.071220282987,22585.16497150655,1160970.4838218826,260618.75436225304,406877.8415771132,64324.25774845481,85153.26699318428,9289.981910240283,14861.985605419708,34867.52875216114,228101.74054558208,6602.152961951301,1048.9320868162108,179.0612606917255,38508.20118676379,15696.273570233618,248108.38757103065,434308.7903937511,295942.0446482496,814376.6650273465,413143.7662412548,464.9828885285364,97521.10196376454,63063.94688905934,15722.08404841208,399334.6512165682,829892.8006914044,220832.146534623,26016.40935991139,20467.97821621346,439.6308605559535,488207.7228730092
2024-12-16,107968.6324616984,79650.21469226568,90130.13002481069,31622.83973635983,296424.1119829383,13688.926164012471,18373.996186930057,1131390.208195273,275004.45368182403,396917.51356191846,67089.66461998601,88213.14766863458,9045.439423196724,16858.66027947714,39228.87013262854,195780.5492285989,6928.637878200469,1016.5894855331504,198.3483316713757,36275.88974622287,16306.475603396118,246665.5120822265,471644.68020979565,268214.7423519907,763985.7558931786,386073.8326889836,585.2562221635158,87260.78601621476,61638.78939848122,15425.707651384491,414418.4878352914,831137.295581934,214700.94707593872,25828.946674049454,21820.032074752617,447.58517051455794,490158.4533783043
2024-12-23,112139.426478296,88018.47429069989,102463.1912512879,40642.84736316903,364108.911855871,14002.242608020804,22585.01352651953,1060014.9578289464,269072.7273857599,418054.8643949956,89806.68646201606,96958.59309209997,9134.38143692359,13686.895196003756,41719.22832571036,180285.95075937867,7950.707305981583,956.0831895291922,239.87063291561628,39434.74327814641,23057.51366503469,247839.38448497973,429308.4753146352,281116.0635805671,748082.4262050417,365612.6718541704,526.3147699145537,85291.45269378321,61539.6476212929,18232.566499285786,390580.8586000617,806611.2395611617,210017.6357068453,24125.410784791424,19581.194611055933,484.3312995470853,505192.4872419884
